Province/State;Country/Region;Lat;Long;Date;Confirmed Cases;New Cases
;Oman;21.0;57.0;2020-04-14;813;86
;Pakistan;30.3753;69.3451;2020-04-14;6383;546
;Panama;8.538;-80.7821;2020-04-14;3472;72
;Papua New Guinea;-6.315;143.9555;2020-04-14;2;0
;Paraguay;-23.4425;-58.4438;2020-04-14;159;12
;Peru;-9.19;-75.0152;2020-04-14;10303;519
;Philippines;13.0;122.0;2020-04-14;5223;291
;Poland;51.9194;19.1451;2020-04-14;7202;268
;Portugal;39.3999;-8.2245;2020-04-14;17448;514
;Qatar;25.3548;51.1839;2020-04-14;3428;197
;Romania;45.9432;24.9668;2020-04-14;6879;246
;Russia;60.0;90.0;2020-04-14;21102;2774
;Rwanda;-1.9403;29.8739;2020-04-14;134;7
;Saint Lucia;13.9094;-60.9789;2020-04-14;15;0
;Saint Vincent and the Grenadines;12.9843;-61.2872;2020-04-14;12;0
;San Marino;43.9424;12.4578;2020-04-14;371;15
;Saudi Arabia;24.0;45.0;2020-04-14;5369;435
;Senegal;14.4974;-14.4524;2020-04-14;299;8
;Serbia;44.0165;21.0059;2020-04-14;4465;411
;Seychelles;-4.6796;55.492;2020-04-14;11;0
;Singapore;1.2833;103.8333;2020-04-14;3252;334
;Slovakia;48.669;19.699;2020-04-14;835;66
;Slovenia;46.1512;14.9955;2020-04-14;1220;8
;Somalia;5.1521;46.1996;2020-04-14;60;0
;South Africa;-30.5595;22.9375;2020-04-14;2415;143
;Spain;40.0;-4.0;2020-04-14;172541;2442
;Sri Lanka;7.0;81.0;2020-04-14;233;16
;Sudan;12.8628;30.2176;2020-04-14;32;3
;Suriname;3.9193;-56.0278;2020-04-14;10;0
;Sweden;63.0;16.0;2020-04-14;11445;497
;Switzerland;46.8182;8.2275;2020-04-14;25936;248
;Taiwan*;23.7;121.0;2020-04-14;393;0
;Tanzania;-6.369;34.8888;2020-04-14;53;4
;Thailand;15.0;101.0;2020-04-14;2613;34
;Togo;8.6195;0.8248;2020-04-14;77;0
;Trinidad and Tobago;10.6918;-61.2225;2020-04-14;113;0
;Tunisia;34.0;9.0;2020-04-14;747;21
;Turkey;38.9637;35.2433;2020-04-14;65111;4062
;Uganda;1.0;32.0;2020-04-14;55;1
;Ukraine;48.3794;31.1656;2020-04-14;3372;270
;United Arab Emirates;24.0;54.0;2020-04-14;4933;412
Bermuda;United Kingdom;32.3078;-64.7505;2020-04-14;57;0
Cayman Islands;United Kingdom;19.3133;-81.2546;2020-04-14;54;1
Channel Islands;United Kingdom;49.3723;-2.3644;2020-04-14;440;4
Gibraltar;United Kingdom;36.1408;-5.3536;2020-04-14;129;0
Isle of Man;United Kingdom;54.2361;-4.5481;2020-04-14;254;12
Montserrat;United Kingdom;16.7425;-62.1874;2020-04-14;11;0
;United Kingdom;55.3781;-3.4360000000000004;2020-04-14;101393;4325
;Uruguay;-32.5228;-55.7658;2020-04-14;492;9
;US;37.0902;-95.7129;2020-04-14;608878;27065
;Uzbekistan;41.3775;64.5853;2020-04-14;1165;167
;Venezuela;6.4238;-66.5897;2020-04-14;189;0
;Vietnam;16.0;108.0;2020-04-14;266;1
;Zambia;-15.4167;28.2833;2020-04-14;45;0
;Zimbabwe;-20.0;30.0;2020-04-14;17;0
Diamond Princess;Canada;0.0;0.0;2020-04-14;0;0
;Dominica;15.415;-61.371;2020-04-14;16;0
;Grenada;12.1165;-61.679;2020-04-14;14;0
;Mozambique;-18.665695;35.529562;2020-04-14;28;7
;Syria;34.802075;38.99681500000001;2020-04-14;29;4
;Timor-Leste;-8.874217;125.727539;2020-04-14;6;2
;Belize;13.1939;-59.5432;2020-04-14;18;0
;Laos;19.85627;102.495496;2020-04-14;19;0
;Libya;26.3351;17.228331;2020-04-14;35;9
;West Bank and Gaza;31.9522;35.2332;2020-04-14;284;11
;Guinea-Bissau;11.8037;-15.1804;2020-04-14;38;0
;Mali;17.570692;-3.996166000000001;2020-04-14;144;21
;Saint Kitts and Nevis;17.357822;-62.782998;2020-04-14;14;2
Northwest Territories;Canada;64.8255;-124.8457;2020-04-14;5;0
Yukon;Canada;64.2823;-135.0;2020-04-14;8;0
;Kosovo;42.602636;20.902977;2020-04-14;387;104
;Burma;21.9162;95.956;2020-04-14;63;1
Anguilla;United Kingdom;18.2206;-63.0686;2020-04-14;3;0
British Virgin Islands;United Kingdom;18.4207;-64.64;2020-04-14;3;0
Turks and Caicos Islands;United Kingdom;21.69400000000001;-71.7979;2020-04-14;10;0
;MS Zaandam;0.0;0.0;2020-04-14;9;0
;Botswana;-22.3285;24.6849;2020-04-14;13;0
;Burundi;-3.3731;29.9189;2020-04-14;5;0
;Sierra Leone;8.460555000000001;-11.779889;2020-04-14;11;1
Bonaire, Sint Eustatius and Saba;Netherlands;12.1784;-68.2385;2020-04-14;3;0
;Malawi;-13.254307999999998;34.301525;2020-04-14;16;0
Falkland Islands (Malvinas);United Kingdom;-51.7963;-59.5236;2020-04-14;11;6
Saint Pierre and Miquelon;France;46.8852;-56.3159;2020-04-14;1;0
;South Sudan;6.877000000000002;31.307;2020-04-14;4;0
;Western Sahara;24.2155;-12.8858;2020-04-14;6;0
;Sao Tome and Principe;0.18636;6.613081;2020-04-14;4;0
;Yemen;15.552727;48.516388;2020-04-14;1;0
;Comoros;-11.6455;43.3333;2020-04-14;0;0
;Tajikistan;38.861034;71.276093;2020-04-14;0;0
;Lesotho;-29.609988;28.233608;2020-04-14;0;0
;Afghanistan;33.0;65.0;2020-04-15;784;70
;Albania;41.1533;20.1683;2020-04-15;494;19
;Algeria;28.0339;1.6596;2020-04-15;2160;90
;Andorra;42.5063;1.5218;2020-04-15;673;14
;Angola;-11.2027;17.8739;2020-04-15;19;0
;Antigua and Barbuda;17.0608;-61.7964;2020-04-15;23;0
;Argentina;-38.4161;-63.6167;2020-04-15;2443;166
;Armenia;40.0691;45.0382;2020-04-15;1111;44
Australian Capital Territory;Australia;-35.4735;149.0124;2020-04-15;103;0
New South Wales;Australia;-33.8688;151.2093;2020-04-15;2886;16
Northern Territory;Australia;-12.4634;130.8456;2020-04-15;28;0
Queensland;Australia;-28.0167;153.4;2020-04-15;999;1
South Australia;Australia;-34.9285;138.6007;2020-04-15;433;0
Tasmania;Australia;-41.4545;145.9707;2020-04-15;165;0
Victoria;Australia;-37.8136;144.9631;2020-04-15;1299;8
Western Australia;Australia;-31.9505;115.8605;2020-04-15;527;0
;Austria;47.5162;14.5501;2020-04-15;14336;110
;Azerbaijan;40.1431;47.5769;2020-04-15;1253;56
;Bahamas;25.0343;-77.3963;2020-04-15;49;0
;Bahrain;26.0275;50.55;2020-04-15;1671;143
;Bangladesh;23.685;90.3563;2020-04-15;1231;219
;Barbados;13.1939;-59.5432;2020-04-15;73;1
;Belarus;53.7098;27.9534;2020-04-15;3728;447
;Belgium;50.8333;4.0;2020-04-15;33573;2454
;Benin;9.3077;2.3158;2020-04-15;35;0
;Bhutan;27.5142;90.4336;2020-04-15;5;0
;Bolivia;-16.2902;-63.5887;2020-04-15;397;43
;Bosnia and Herzegovina;43.9159;17.6791;2020-04-15;1110;27
;Brazil;-14.235;-51.9253;2020-04-15;28320;3058
;Brunei;4.5353;114.7277;2020-04-15;136;0
;Bulgaria;42.7339;25.4858;2020-04-15;747;34
;Burkina Faso;12.2383;-1.5616;2020-04-15;542;14
;Cabo Verde;16.5388;-23.0418;2020-04-15;56;45
;Cambodia;11.55;104.9167;2020-04-15;122;0
;Cameroon;3.848;11.5021;2020-04-15;848;0
Alberta;Canada;53.9333;-116.5765;2020-04-15;1870;0
British Columbia;Canada;49.2827;-123.1207;2020-04-15;1517;27
Grand Princess;Canada;37.6489;-122.6655;2020-04-15;13;0
Manitoba;Canada;53.7609;-98.8139;2020-04-15;246;0
New Brunswick;Canada;46.5653;-66.4619;2020-04-15;117;1
Newfoundland and Labrador;Canada;53.1355;-57.6604;2020-04-15;247;3
Nova Scotia;Canada;44.682;-63.7443;2020-04-15;549;32
Ontario;Canada;51.2538;-85.3232;2020-04-15;8447;494
Prince Edward Island;Canada;46.5107;-63.4168;2020-04-15;26;1
Quebec;Canada;52.9399;-73.5491;2020-04-15;14860;612
Saskatchewan;Canada;52.9399;-106.4509;2020-04-15;304;4
;Central African Republic;6.6111;20.9394;2020-04-15;12;1
;Chad;15.4542;18.7322;2020-04-15;23;0
;Chile;-35.6751;-71.543;2020-04-15;8273;356
Anhui;China;31.8257;117.2264;2020-04-15;991;0
Beijing;China;40.1824;116.4142;2020-04-15;590;1
Chongqing;China;30.0572;107.874;2020-04-15;579;0
Fujian;China;26.0789;117.9874;2020-04-15;353;0
Gansu;China;37.8099;101.0583;2020-04-15;139;0
Guangdong;China;23.3417;113.4244;2020-04-15;1566;2
Guangxi;China;23.8298;108.7881;2020-04-15;254;0
Guizhou;China;26.8154;106.8748;2020-04-15;146;0
Hainan;China;19.1959;109.7453;2020-04-15;168;0
Hebei;China;39.549;116.1306;2020-04-15;327;0
Heilongjiang;China;47.862;127.7615;2020-04-15;841;22
Henan;China;33.882;113.614;2020-04-15;1276;0
Hong Kong;China;22.3;114.2;2020-04-15;1017;5
Hubei;China;30.9756;112.2707;2020-04-15;67803;0
Hunan;China;27.6104;111.7088;2020-04-15;1019;0
Inner Mongolia;China;44.0935;113.9448;2020-04-15;190;0
Jiangsu;China;32.9711;119.455;2020-04-15;653;0
Jiangxi;China;27.614;115.7221;2020-04-15;937;0
Jilin;China;43.6661;126.1923;2020-04-15;102;2
Liaoning;China;41.2956;122.6085;2020-04-15;145;0
Macau;China;22.1667;113.55;2020-04-15;45;0
Ningxia;China;37.2692;106.1655;2020-04-15;75;0
Qinghai;China;35.7452;95.9956;2020-04-15;18;0
Shaanxi;China;35.1917;108.8701;2020-04-15;256;0
Shandong;China;36.3427;118.1498;2020-04-15;784;0
Shanghai;China;31.202;121.4491;2020-04-15;622;4
Shanxi;China;37.5777;112.2922;2020-04-15;186;13
Sichuan;China;30.6171;102.7103;2020-04-15;560;0
Tianjin;China;39.3054;117.323;2020-04-15;185;0
Tibet;China;31.6927;88.0924;2020-04-15;1;0
Xinjiang;China;41.1129;85.2401;2020-04-15;76;0
Yunnan;China;24.974;101.487;2020-04-15;184;0
Zhejiang;China;29.1832;120.0934;2020-04-15;1268;1
;Colombia;4.5709;-74.2973;2020-04-15;3105;126
;Congo (Brazzaville);-4.0383;21.7587;2020-04-15;117;57
;Congo (Kinshasa);-4.0383;21.7587;2020-04-15;254;13
;Costa Rica;9.7489;-83.7534;2020-04-15;626;8
;Cote d'Ivoire;7.54;-5.5471;2020-04-15;638;0
;Croatia;45.1;15.2;2020-04-15;1741;37
;Diamond Princess;0.0;0.0;2020-04-15;712;0
;Cuba;22.0;-80.0;2020-04-15;814;48
;Cyprus;35.1264;33.4299;2020-04-15;715;20
;Czechia;49.8175;15.473;2020-04-15;6216;105
Faroe Islands;Denmark;61.8926;-6.9118;2020-04-15;184;0
Greenland;Denmark;71.7069;-42.6043;2020-04-15;11;0
;Denmark;56.2639;9.5018;2020-04-15;6681;170
;Djibouti;11.8251;42.5903;2020-04-15;435;72
;Dominican Republic;18.7357;-70.1627;2020-04-15;3614;328
;Ecuador;-1.8312;-78.1834;2020-04-15;7858;255
;Egypt;26.0;30.0;2020-04-15;2505;155
;El Salvador;13.7942;-88.8965;2020-04-15;159;10
;Equatorial Guinea;1.5;10.0;2020-04-15;51;10
;Eritrea;15.1794;39.7823;2020-04-15;35;1
;Estonia;58.5953;25.0136;2020-04-15;1400;27
;Eswatini;-26.5225;31.4659;2020-04-15;15;0
;Ethiopia;9.145;40.4897;2020-04-15;85;3
;Fiji;-17.7134;178.065;2020-04-15;16;0
;Finland;64.0;26.0;2020-04-15;3237;76
French Guiana;France;3.9339;-53.1258;2020-04-15;86;0
French Polynesia;France;-17.6797;149.4068;2020-04-15;55;0
Guadeloupe;France;16.25;-61.5833;2020-04-15;145;0
Mayotte;France;-12.8275;45.1662;2020-04-15;217;0
New Caledonia;France;-20.9043;165.618;2020-04-15;18;0
Reunion;France;-21.1351;55.2471;2020-04-15;391;0
Saint Barthelemy;France;17.9;-62.8333;2020-04-15;6;0
St Martin;France;18.0708;-63.0501;2020-04-15;35;3
Martinique;France;14.6415;-61.0242;2020-04-15;158;1
;France;46.2276;2.2137;2020-04-15;132473;3216
;Gabon;-0.8037;11.6094;2020-04-15;80;23
;Gambia;13.4432;-15.3101;2020-04-15;9;0
;Georgia;42.3154;43.3569;2020-04-15;306;6
;Germany;51.0;9.0;2020-04-15;134753;3394
;Ghana;7.9465;-1.0232;2020-04-15;636;0
;Greece;39.0742;21.8243;2020-04-15;2192;22
;Guatemala;15.7835;-90.2308;2020-04-15;180;13
;Guinea;9.9456;-9.6966;2020-04-15;404;41
;Guyana;5.0;-58.75;2020-04-15;55;8
;Haiti;18.9712;-72.2852;2020-04-15;41;1
;Holy See;41.9029;12.4534;2020-04-15;8;0
;Honduras;15.2;-86.2419;2020-04-15;419;12
;Hungary;47.1625;19.5033;2020-04-15;1579;67
;Iceland;64.9631;-19.0208;2020-04-15;1727;7
;India;21.0;78.0;2020-04-15;12322;835
;Indonesia;-0.7893;113.9213;2020-04-15;5136;297
;Iran;32.0;53.0;2020-04-15;76389;1512
;Iraq;33.0;44.0;2020-04-15;1415;15
;Ireland;53.1424;-7.6921;2020-04-15;12547;1068
;Israel;31.0;35.0;2020-04-15;12501;455
;Italy;43.0;12.0;2020-04-15;165155;2667
;Jamaica;18.1096;-77.2975;2020-04-15;125;52
;Japan;36.0;138.0;2020-04-15;8835;558
;Jordan;31.24;36.51;2020-04-15;401;4
;Kazakhstan;48.0196;66.9237;2020-04-15;1295;63
;Kenya;-0.0236;37.9062;2020-04-15;225;9
;Korea, South;36.0;128.0;2020-04-15;10591;27
;Kuwait;29.5;47.75;2020-04-15;1405;50
;Kyrgyzstan;41.2044;74.7661;2020-04-15;449;19
;Latvia;56.8796;24.6032;2020-04-15;666;9
;Lebanon;33.8547;35.8623;2020-04-15;658;17
;Liberia;6.4281;-9.4295;2020-04-15;59;0
;Liechtenstein;47.14;9.55;2020-04-15;79;0
;Lithuania;55.1694;23.8813;2020-04-15;1091;21
;Luxembourg;49.8153;6.1296;2020-04-15;3373;66
;Madagascar;-18.7669;46.8691;2020-04-15;110;2
;Malaysia;2.5;112.5;2020-04-15;5072;85
;Maldives;3.2028;73.2207;2020-04-15;22;2
;Malta;35.9375;14.3754;2020-04-15;399;6
;Mauritania;21.0079;10.9408;2020-04-15;7;0
;Mauritius;-20.2;57.5;2020-04-15;324;0
;Mexico;23.6345;-102.5528;2020-04-15;5847;448
;Moldova;47.4116;28.3699;2020-04-15;2049;115
;Monaco;43.7333;7.4167;2020-04-15;93;0
;Mongolia;46.8625;103.8467;2020-04-15;30;0
;Montenegro;42.5;19.3;2020-04-15;288;5
;Morocco;31.7917;-7.0926;2020-04-15;2024;136
;Namibia;-22.9576;18.4904;2020-04-15;16;0
;Nepal;28.1667;84.25;2020-04-15;16;0
Aruba;Netherlands;12.5186;-70.0358;2020-04-15;93;1
Curacao;Netherlands;12.1696;-68.99;2020-04-15;14;0
Sint Maarten;Netherlands;18.0425;-63.0548;2020-04-15;53;1
;Netherlands;52.1326;5.2913;2020-04-15;28153;734
;New Zealand;-40.9006;174.886;2020-04-15;1386;20
;Nicaragua;12.8654;-85.2072;2020-04-15;9;0
;Niger;17.6078;8.0817;2020-04-15;584;14
;Nigeria;9.082;8.6753;2020-04-15;407;34
;North Macedonia;41.6086;21.7453;2020-04-15;974;66
;Norway;60.472;8.4689;2020-04-15;6740;117
;Oman;21.0;57.0;2020-04-15;910;97
;Pakistan;30.3753;69.3451;2020-04-15;6919;536
;Panama;8.538;-80.7821;2020-04-15;3574;102
;Papua New Guinea;-6.315;143.9555;2020-04-15;2;0
;Paraguay;-23.4425;-58.4438;2020-04-15;161;2
;Peru;-9.19;-75.0152;2020-04-15;11475;1172
;Philippines;13.0;122.0;2020-04-15;5453;230
;Poland;51.9194;19.1451;2020-04-15;7582;380
;Portugal;39.3999;-8.2245;2020-04-15;18091;643
;Qatar;25.3548;51.1839;2020-04-15;3711;283
;Romania;45.9432;24.9668;2020-04-15;7216;337
;Russia;60.0;90.0;2020-04-15;24490;3388
;Rwanda;-1.9403;29.8739;2020-04-15;136;2
;Saint Lucia;13.9094;-60.9789;2020-04-15;15;0
;Saint Vincent and the Grenadines;12.9843;-61.2872;2020-04-15;12;0
;San Marino;43.9424;12.4578;2020-04-15;372;1
;Saudi Arabia;24.0;45.0;2020-04-15;5862;493
;Senegal;14.4974;-14.4524;2020-04-15;314;15
;Serbia;44.0165;21.0059;2020-04-15;4873;408
;Seychelles;-4.6796;55.492;2020-04-15;11;0
;Singapore;1.2833;103.8333;2020-04-15;3699;447
;Slovakia;48.669;19.699;2020-04-15;863;28
;Slovenia;46.1512;14.9955;2020-04-15;1248;28
;Somalia;5.1521;46.1996;2020-04-15;80;20
;South Africa;-30.5595;22.9375;2020-04-15;2506;91
;Spain;40.0;-4.0;2020-04-15;177644;5103
;Sri Lanka;7.0;81.0;2020-04-15;238;5
;Sudan;12.8628;30.2176;2020-04-15;32;0
;Suriname;3.9193;-56.0278;2020-04-15;10;0
;Sweden;63.0;16.0;2020-04-15;11927;482
;Switzerland;46.8182;8.2275;2020-04-15;26336;400
;Taiwan*;23.7;121.0;2020-04-15;395;2
;Tanzania;-6.369;34.8888;2020-04-15;88;35
;Thailand;15.0;101.0;2020-04-15;2643;30
;Togo;8.6195;0.8248;2020-04-15;81;4
;Trinidad and Tobago;10.6918;-61.2225;2020-04-15;114;1
;Tunisia;34.0;9.0;2020-04-15;780;33
;Turkey;38.9637;35.2433;2020-04-15;69392;4281
;Uganda;1.0;32.0;2020-04-15;55;0
;Ukraine;48.3794;31.1656;2020-04-15;3764;392
;United Arab Emirates;24.0;54.0;2020-04-15;5365;432
Bermuda;United Kingdom;32.3078;-64.7505;2020-04-15;81;24
Cayman Islands;United Kingdom;19.3133;-81.2546;2020-04-15;54;0
Channel Islands;United Kingdom;49.3723;-2.3644;2020-04-15;447;7
Gibraltar;United Kingdom;36.1408;-5.3536;2020-04-15;131;2
Isle of Man;United Kingdom;54.2361;-4.5481;2020-04-15;256;2
Montserrat;United Kingdom;16.7425;-62.1874;2020-04-15;11;0
;United Kingdom;55.3781;-3.4360000000000004;2020-04-15;106458;5065
;Uruguay;-32.5228;-55.7658;2020-04-15;493;1
;US;37.0902;-95.7129;2020-04-15;637974;29096
;Uzbekistan;41.3775;64.5853;2020-04-15;1302;137
;Venezuela;6.4238;-66.5897;2020-04-15;197;8
;Vietnam;16.0;108.0;2020-04-15;267;1
;Zambia;-15.4167;28.2833;2020-04-15;48;3
;Zimbabwe;-20.0;30.0;2020-04-15;23;6
Diamond Princess;Canada;0.0;0.0;2020-04-15;0;0
;Dominica;15.415;-61.371;2020-04-15;16;0
;Grenada;12.1165;-61.679;2020-04-15;14;0
;Mozambique;-18.665695;35.529562;2020-04-15;29;1
;Syria;34.802075;38.99681500000001;2020-04-15;33;4
;Timor-Leste;-8.874217;125.727539;2020-04-15;8;2
;Belize;13.1939;-59.5432;2020-04-15;18;0
;Laos;19.85627;102.495496;2020-04-15;19;0
;Libya;26.3351;17.228331;2020-04-15;48;13
;West Bank and Gaza;31.9522;35.2332;2020-04-15;291;7
;Guinea-Bissau;11.8037;-15.1804;2020-04-15;43;5
;Mali;17.570692;-3.996166000000001;2020-04-15;148;4
;Saint Kitts and Nevis;17.357822;-62.782998;2020-04-15;14;0
Northwest Territories;Canada;64.8255;-124.8457;2020-04-15;5;0
Yukon;Canada;64.2823;-135.0;2020-04-15;8;0
;Kosovo;42.602636;20.902977;2020-04-15;387;0
;Burma;21.9162;95.956;2020-04-15;74;11
Anguilla;United Kingdom;18.2206;-63.0686;2020-04-15;3;0
British Virgin Islands;United Kingdom;18.4207;-64.64;2020-04-15;3;0
Turks and Caicos Islands;United Kingdom;21.69400000000001;-71.7979;2020-04-15;10;0
;MS Zaandam;0.0;0.0;2020-04-15;9;0
;Botswana;-22.3285;24.6849;2020-04-15;13;0
;Burundi;-3.3731;29.9189;2020-04-15;5;0
;Sierra Leone;8.460555000000001;-11.779889;2020-04-15;13;2
Bonaire, Sint Eustatius and Saba;Netherlands;12.1784;-68.2385;2020-04-15;3;0
;Malawi;-13.254307999999998;34.301525;2020-04-15;16;0
Falkland Islands (Malvinas);United Kingdom;-51.7963;-59.5236;2020-04-15;11;0
Saint Pierre and Miquelon;France;46.8852;-56.3159;2020-04-15;1;0
;South Sudan;6.877000000000002;31.307;2020-04-15;4;0
;Western Sahara;24.2155;-12.8858;2020-04-15;6;0
;Sao Tome and Principe;0.18636;6.613081;2020-04-15;4;0
;Yemen;15.552727;48.516388;2020-04-15;1;0
;Comoros;-11.6455;43.3333;2020-04-15;0;0
;Tajikistan;38.861034;71.276093;2020-04-15;0;0
;Lesotho;-29.609988;28.233608;2020-04-15;0;0
;Afghanistan;33.0;65.0;2020-04-16;840;56
;Albania;41.1533;20.1683;2020-04-16;518;24
;Algeria;28.0339;1.6596;2020-04-16;2268;108
;Andorra;42.5063;1.5218;2020-04-16;673;0
;Angola;-11.2027;17.8739;2020-04-16;19;0
;Antigua and Barbuda;17.0608;-61.7964;2020-04-16;23;0
;Argentina;-38.4161;-63.6167;2020-04-16;2571;128
;Armenia;40.0691;45.0382;2020-04-16;1159;48
Australian Capital Territory;Australia;-35.4735;149.0124;2020-04-16;103;0
New South Wales;Australia;-33.8688;151.2093;2020-04-16;2897;11
Northern Territory;Australia;-12.4634;130.8456;2020-04-16;28;0
Queensland;Australia;-28.0167;153.4;2020-04-16;1001;2
South Australia;Australia;-34.9285;138.6007;2020-04-16;433;0
Tasmania;Australia;-41.4545;145.9707;2020-04-16;169;4
Victoria;Australia;-37.8136;144.9631;2020-04-16;1299;0
Western Australia;Australia;-31.9505;115.8605;2020-04-16;532;5
;Austria;47.5162;14.5501;2020-04-16;14476;140
;Azerbaijan;40.1431;47.5769;2020-04-16;1283;30
;Bahamas;25.0343;-77.3963;2020-04-16;53;4
;Bahrain;26.0275;50.55;2020-04-16;1700;29
;Bangladesh;23.685;90.3563;2020-04-16;1572;341
;Barbados;13.1939;-59.5432;2020-04-16;75;2
;Belarus;53.7098;27.9534;2020-04-16;4204;476
;Belgium;50.8333;4.0;2020-04-16;34809;1236
;Benin;9.3077;2.3158;2020-04-16;35;0
;Bhutan;27.5142;90.4336;2020-04-16;5;0
;Bolivia;-16.2902;-63.5887;2020-04-16;441;44
;Bosnia and Herzegovina;43.9159;17.6791;2020-04-16;1167;57
;Brazil;-14.235;-51.9253;2020-04-16;30425;2105
;Brunei;4.5353;114.7277;2020-04-16;136;0
;Bulgaria;42.7339;25.4858;2020-04-16;800;53
;Burkina Faso;12.2383;-1.5616;2020-04-16;546;4
;Cabo Verde;16.5388;-23.0418;2020-04-16;56;0
;Cambodia;11.55;104.9167;2020-04-16;122;0
;Cameroon;3.848;11.5021;2020-04-16;996;148
Alberta;Canada;53.9333;-116.5765;2020-04-16;1996;126
British Columbia;Canada;49.2827;-123.1207;2020-04-16;1561;44
Grand Princess;Canada;37.6489;-122.6655;2020-04-16;13;0
Manitoba;Canada;53.7609;-98.8139;2020-04-16;250;4
New Brunswick;Canada;46.5653;-66.4619;2020-04-16;117;0
Newfoundland and Labrador;Canada;53.1355;-57.6604;2020-04-16;252;5
Nova Scotia;Canada;44.682;-63.7443;2020-04-16;579;30
Ontario;Canada;51.2538;-85.3232;2020-04-16;9840;1393
Prince Edward Island;Canada;46.5107;-63.4168;2020-04-16;26;0
Quebec;Canada;52.9399;-73.5491;2020-04-16;15857;997
Saskatchewan;Canada;52.9399;-106.4509;2020-04-16;305;1
;Central African Republic;6.6111;20.9394;2020-04-16;12;0
;Chad;15.4542;18.7322;2020-04-16;27;4
;Chile;-35.6751;-71.543;2020-04-16;8807;534
Anhui;China;31.8257;117.2264;2020-04-16;991;0
Beijing;China;40.1824;116.4142;2020-04-16;593;3
Chongqing;China;30.0572;107.874;2020-04-16;579;0
Fujian;China;26.0789;117.9874;2020-04-16;353;0
Gansu;China;37.8099;101.0583;2020-04-16;139;0
Guangdong;China;23.3417;113.4244;2020-04-16;1571;5
Guangxi;China;23.8298;108.7881;2020-04-16;254;0
Guizhou;China;26.8154;106.8748;2020-04-16;146;0
Hainan;China;19.1959;109.7453;2020-04-16;168;0
Hebei;China;39.549;116.1306;2020-04-16;328;1
Heilongjiang;China;47.862;127.7615;2020-04-16;861;20
Henan;China;33.882;113.614;2020-04-16;1276;0
Hong Kong;China;22.3;114.2;2020-04-16;1017;0
Hubei;China;30.9756;112.2707;2020-04-16;67803;0
Hunan;China;27.6104;111.7088;2020-04-16;1019;0
Inner Mongolia;China;44.0935;113.9448;2020-04-16;193;3
Jiangsu;China;32.9711;119.455;2020-04-16;653;0
Jiangxi;China;27.614;115.7221;2020-04-16;937;0
Jilin;China;43.6661;126.1923;2020-04-16;102;0
Liaoning;China;41.2956;122.6085;2020-04-16;145;0
Macau;China;22.1667;113.55;2020-04-16;45;0
Ningxia;China;37.2692;106.1655;2020-04-16;75;0
Qinghai;China;35.7452;95.9956;2020-04-16;18;0
Shaanxi;China;35.1917;108.8701;2020-04-16;256;0
Shandong;China;36.3427;118.1498;2020-04-16;784;0
Shanghai;China;31.202;121.4491;2020-04-16;628;6
Shanxi;China;37.5777;112.2922;2020-04-16;194;8
Sichuan;China;30.6171;102.7103;2020-04-16;560;0
Tianjin;China;39.3054;117.323;2020-04-16;186;1
Tibet;China;31.6927;88.0924;2020-04-16;1;0
Xinjiang;China;41.1129;85.2401;2020-04-16;76;0
Yunnan;China;24.974;101.487;2020-04-16;184;0
Zhejiang;China;29.1832;120.0934;2020-04-16;1268;0
;Colombia;4.5709;-74.2973;2020-04-16;3233;128
;Congo (Brazzaville);-4.0383;21.7587;2020-04-16;117;0
;Congo (Kinshasa);-4.0383;21.7587;2020-04-16;267;13
;Costa Rica;9.7489;-83.7534;2020-04-16;642;16
;Cote d'Ivoire;7.54;-5.5471;2020-04-16;654;16
;Croatia;45.1;15.2;2020-04-16;1791;50
;Diamond Princess;0.0;0.0;2020-04-16;712;0
;Cuba;22.0;-80.0;2020-04-16;862;48
;Cyprus;35.1264;33.4299;2020-04-16;735;20
;Czechia;49.8175;15.473;2020-04-16;6433;217
Faroe Islands;Denmark;61.8926;-6.9118;2020-04-16;184;0
Greenland;Denmark;71.7069;-42.6043;2020-04-16;11;0
;Denmark;56.2639;9.5018;2020-04-16;6879;198
;Djibouti;11.8251;42.5903;2020-04-16;591;156
;Dominican Republic;18.7357;-70.1627;2020-04-16;3755;141
;Ecuador;-1.8312;-78.1834;2020-04-16;8225;367
;Egypt;26.0;30.0;2020-04-16;2673;168
;El Salvador;13.7942;-88.8965;2020-04-16;164;5
;Equatorial Guinea;1.5;10.0;2020-04-16;51;0
;Eritrea;15.1794;39.7823;2020-04-16;35;0
;Estonia;58.5953;25.0136;2020-04-16;1434;34
;Eswatini;-26.5225;31.4659;2020-04-16;16;1
;Ethiopia;9.145;40.4897;2020-04-16;92;7
;Fiji;-17.7134;178.065;2020-04-16;17;1
;Finland;64.0;26.0;2020-04-16;3369;132
French Guiana;France;3.9339;-53.1258;2020-04-16;86;0
French Polynesia;France;-17.6797;149.4068;2020-04-16;55;0
Guadeloupe;France;16.25;-61.5833;2020-04-16;145;0
Mayotte;France;-12.8275;45.1662;2020-04-16;233;16
New Caledonia;France;-20.9043;165.618;2020-04-16;18;0
Reunion;France;-21.1351;55.2471;2020-04-16;394;3
Saint Barthelemy;France;17.9;-62.8333;2020-04-16;6;0
St Martin;France;18.0708;-63.0501;2020-04-16;35;0
Martinique;France;14.6415;-61.0242;2020-04-16;158;0
